日期,产品类别,地区,销售额,订单量,月份
2024-05-15,家居用品,华东,2165,20,2024-05
2024-05-15,家居用品,西部,2052,20,2024-05
2024-05-15,运动户外,北方,2132,20,2024-05
2024-05-15,运动户外,南方,1630,20,2024-05
2024-05-15,运动户外,华东,2017,20,2024-05
2024-05-15,运动户外,西部,1714,20,2024-05
2024-05-16,电子产品,北方,8614,43,2024-05
2024-05-16,电子产品,南方,5519,31,2024-05
2024-05-16,电子产品,华东,7346,41,2024-05
2024-05-16,电子产品,西部,5178,25,2024-05
2024-05-16,家用电器,北方,3743,20,2024-05
2024-05-16,家用电器,南方,4001,20,2024-05
2024-05-16,家用电器,华东,3640,20,2024-05
2024-05-16,家用电器,西部,3460,20,2024-05
2024-05-16,服装服饰,北方,4928,20,2024-05
2024-05-16,服装服饰,南方,5052,20,2024-05
2024-05-16,服装服饰,华东,4276,23,2024-05
2024-05-16,服装服饰,西部,4666,24,2024-05
2024-05-16,家居用品,北方,2433,20,2024-05
2024-05-16,家居用品,南方,2194,20,2024-05
2024-05-16,家居用品,华东,2282,20,2024-05
2024-05-16,家居用品,西部,2374,20,2024-05
2024-05-16,运动户外,北方,1936,20,2024-05
2024-05-16,运动户外,南方,1709,20,2024-05
2024-05-16,运动户外,华东,1683,20,2024-05
2024-05-16,运动户外,西部,2049,20,2024-05
2024-05-17,电子产品,北方,6939,28,2024-05
2024-05-17,电子产品,南方,6202,31,2024-05
2024-05-17,电子产品,华东,6251,33,2024-05
2024-05-17,电子产品,西部,6788,30,2024-05
2024-05-17,家用电器,北方,4456,20,2024-05
2024-05-17,家用电器,南方,3383,20,2024-05
2024-05-17,家用电器,华东,3559,20,2024-05
2024-05-17,家用电器,西部,3910,20,2024-05
2024-05-17,服装服饰,北方,5343,27,2024-05
2024-05-17,服装服饰,南方,5243,22,2024-05
2024-05-17,服装服饰,华东,4850,25,2024-05
2024-05-17,服装服饰,西部,5115,26,2024-05
2024-05-17,家居用品,北方,3124,20,2024-05
2024-05-17,家居用品,南方,2303,20,2024-05
2024-05-17,家居用品,华东,2201,20,2024-05
2024-05-17,家居用品,西部,2359,20,2024-05
2024-05-17,运动户外,北方,1977,20,2024-05
2024-05-17,运动户外,南方,1596,20,2024-05
2024-05-17,运动户外,华东,1950,20,2024-05
2024-05-17,运动户外,西部,1515,20,2024-05
2024-05-18,电子产品,北方,7996,32,2024-05
2024-05-18,电子产品,南方,8836,49,2024-05
2024-05-18,电子产品,华东,8652,42,2024-05
2024-05-18,电子产品,西部,8641,42,2024-05
2024-05-18,家用电器,北方,4572,20,2024-05
2024-05-18,家用电器,南方,4461,21,2024-05
2024-05-18,家用电器,华东,3934,21,2024-05
2024-05-18,家用电器,西部,5562,25,2024-05
2024-05-18,服装服饰,北方,7383,33,2024-05
2024-05-18,服装服饰,南方,6500,31,2024-05
2024-05-18,服装服饰,华东,6703,30,2024-05
2024-05-18,服装服饰,西部,5729,32,2024-05
2024-05-18,家居用品,北方,4235,20,2024-05
2024-05-18,家居用品,南方,2837,20,2024-05
2024-05-18,家居用品,华东,3024,20,2024-05
2024-05-18,家居用品,西部,2921,20,2024-05
2024-05-18,运动户外,北方,2891,20,2024-05
2024-05-18,运动户外,南方,2218,20,2024-05
2024-05-18,运动户外,华东,2692,20,2024-05
2024-05-18,运动户外,西部,2464,20,2024-05
2024-05-19,电子产品,北方,10162,52,2024-05
2024-05-19,电子产品,南方,7270,32,2024-05
2024-05-19,电子产品,华东,8960,53,2024-05
2024-05-19,电子产品,西部,8700,46,2024-05
2024-05-19,家用电器,北方,5203,24,2024-05
2024-05-19,家用电器,南方,5153,26,2024-05
2024-05-19,家用电器,华东,4628,20,2024-05
2024-05-19,家用电器,西部,4588,20,2024-05
2024-05-19,服装服饰,北方,7295,33,2024-05
2024-05-19,服装服饰,南方,6200,37,2024-05
2024-05-19,服装服饰,华东,5823,24,2024-05
2024-05-19,服装服饰,西部,6127,32,2024-05
2024-05-19,家居用品,北方,3452,20,2024-05
2024-05-19,家居用品,南方,2856,20,2024-05
2024-05-19,家居用品,华东,3183,20,2024-05
2024-05-19,家居用品,西部,2842,20,2024-05
2024-05-19,运动户外,北方,2903,20,2024-05
2024-05-19,运动户外,南方,1964,20,2024-05
2024-05-19,运动户外,华东,2166,20,2024-05
2024-05-19,运动户外,西部,2415,20,2024-05
2024-05-20,电子产品,北方,7463,43,2024-05
2024-05-20,电子产品,南方,6532,30,2024-05
2024-05-20,电子产品,华东,6313,29,2024-05
2024-05-20,电子产品,西部,4676,21,2024-05
2024-05-20,家用电器,北方,4458,20,2024-05
2024-05-20,家用电器,南方,3422,20,2024-05
2024-05-20,家用电器,华东,3484,20,2024-05
2024-05-20,家用电器,西部,3389,20,2024-05
2024-05-20,服装服饰,北方,6669,39,2024-05
2024-05-20,服装服饰,南方,5248,30,2024-05
2024-05-20,服装服饰,华东,5458,24,2024-05
2024-05-20,服装服饰,西部,4265,20,2024-05
2024-05-20,家居用品,北方,2583,20,2024-05
2024-05-20,家居用品,南方,2623,20,2024-05
2024-05-20,家居用品,华东,2146,20,2024-05
2024-05-20,家居用品,西部,2557,20,2024-05
2024-05-20,运动户外,北方,2253,20,2024-05
2024-05-20,运动户外,南方,1895,20,2024-05
2024-05-20,运动户外,华东,1768,20,2024-05
2024-05-20,运动户外,西部,1803,20,2024-05
2024-05-21,电子产品,北方,7013,32,2024-05
2024-05-21,电子产品,南方,7102,30,2024-05
2024-05-21,电子产品,华东,5524,24,2024-05
2024-05-21,电子产品,西部,6821,33,2024-05
2024-05-21,家用电器,北方,5161,29,2024-05
2024-05-21,家用电器,南方,3503,20,2024-05
2024-05-21,家用电器,华东,2721,20,2024-05
2024-05-21,家用电器,西部,3647,20,2024-05
2024-05-21,服装服饰,北方,5629,22,2024-05
2024-05-21,服装服饰,南方,4978,27,2024-05
2024-05-21,服装服饰,华东,4773,21,2024-05
2024-05-21,服装服饰,西部,4951,23,2024-05
2024-05-21,家居用品,北方,2818,20,2024-05
2024-05-21,家居用品,南方,2122,20,2024-05
2024-05-21,家居用品,华东,2577,20,2024-05
2024-05-21,家居用品,西部,2356,20,2024-05
2024-05-21,运动户外,北方,2004,20,2024-05
2024-05-21,运动户外,南方,1799,20,2024-05
2024-05-21,运动户外,华东,1806,20,2024-05
2024-05-21,运动户外,西部,1688,20,2024-05
2024-05-22,电子产品,北方,6961,34,2024-05
2024-05-22,电子产品,南方,6888,37,2024-05
2024-05-22,电子产品,华东,5875,30,2024-05
2024-05-22,电子产品,西部,6733,29,2024-05
2024-05-22,家用电器,北方,3817,20,2024-05
2024-05-22,家用电器,南方,3564,20,2024-05
2024-05-22,家用电器,华东,3931,20,2024-05
2024-05-22,家用电器,西部,3905,20,2024-05
2024-05-22,服装服饰,北方,6081,25,2024-05
2024-05-22,服装服饰,南方,5549,32,2024-05
2024-05-22,服装服饰,华东,6113,32,2024-05
2024-05-22,服装服饰,西部,5276,28,2024-05
2024-05-22,家居用品,北方,3060,20,2024-05
2024-05-22,家居用品,南方,2340,20,2024-05
2024-05-22,家居用品,华东,2114,20,2024-05
2024-05-22,家居用品,西部,1861,20,2024-05
2024-05-22,运动户外,北方,2077,20,2024-05
2024-05-22,运动户外,南方,1779,20,2024-05
2024-05-22,运动户外,华东,1863,20,2024-05
2024-05-22,运动户外,西部,1901,20,2024-05
2024-05-23,电子产品,北方,9521,47,2024-05
2024-05-23,电子产品,南方,6849,37,2024-05
2024-05-23,电子产品,华东,6375,36,2024-05
2024-05-23,电子产品,西部,7653,31,2024-05
2024-05-23,家用电器,北方,5599,22,2024-05
2024-05-23,家用电器,南方,4563,20,2024-05
2024-05-23,家用电器,华东,3541,20,2024-05
2024-05-23,家用电器,西部,3889,20,2024-05
2024-05-23,服装服饰,北方,5534,24,2024-05
2024-05-23,服装服饰,南方,4240,20,2024-05
2024-05-23,服装服饰,华东,4381,22,2024-05
2024-05-23,服装服饰,西部,5299,24,2024-05
2024-05-23,家居用品,北方,3167,20,2024-05
2024-05-23,家居用品,南方,2412,20,2024-05
2024-05-23,家居用品,华东,2996,20,2024-05
2024-05-23,家居用品,西部,2323,20,2024-05
2024-05-23,运动户外,北方,1655,20,2024-05
2024-05-23,运动户外,南方,1612,20,2024-05
2024-05-23,运动户外,华东,1585,20,2024-05
2024-05-23,运动户外,西部,1752,20,2024-05
2024-05-24,电子产品,北方,7172,32,2024-05
2024-05-24,电子产品,南方,6041,25,2024-05
2024-05-24,电子产品,华东,6734,28,2024-05
2024-05-24,电子产品,西部,7025,28,2024-05
2024-05-24,家用电器,北方,4543,24,2024-05
2024-05-24,家用电器,南方,3760,20,2024-05
2024-05-24,家用电器,华东,3627,20,2024-05
2024-05-24,家用电器,西部,3061,20,2024-05
2024-05-24,服装服饰,北方,5192,23,2024-05
2024-05-24,服装服饰,南方,4203,20,2024-05
2024-05-24,服装服饰,华东,4153,20,2024-05
2024-05-24,服装服饰,西部,4488,21,2024-05
2024-05-24,家居用品,北方,2235,20,2024-05
2024-05-24,家居用品,南方,2543,20,2024-05
2024-05-24,家居用品,华东,2497,20,2024-05
2024-05-24,家居用品,西部,2053,20,2024-05
2024-05-24,运动户外,北方,2260,20,2024-05
2024-05-24,运动户外,南方,1709,20,2024-05
2024-05-24,运动户外,华东,1720,20,2024-05
2024-05-24,运动户外,西部,1631,20,2024-05
2024-05-25,电子产品,北方,9274,41,2024-05
2024-05-25,电子产品,南方,8356,37,2024-05
2024-05-25,电子产品,华东,7648,37,2024-05
2024-05-25,电子产品,西部,9096,40,2024-05
2024-05-25,家用电器,北方,5818,29,2024-05
2024-05-25,家用电器,南方,5207,22,2024-05
2024-05-25,家用电器,华东,5146,26,2024-05
2024-05-25,家用电器,西部,4520,25,2024-05
2024-05-25,服装服饰,北方,7008,33,2024-05
2024-05-25,服装服饰,南方,6048,33,2024-05
2024-05-25,服装服饰,华东,7364,37,2024-05
2024-05-25,服装服饰,西部,6946,36,2024-05
2024-05-25,家居用品,北方,4129,23,2024-05
2024-05-25,家居用品,南方,3238,20,2024-05
2024-05-25,家居用品,华东,3355,20,2024-05
2024-05-25,家居用品,西部,2786,20,2024-05
2024-05-25,运动户外,北方,3127,20,2024-05
2024-05-25,运动户外,南方,1868,20,2024-05
2024-05-25,运动户外,华东,2183,20,2024-05
2024-05-25,运动户外,西部,2101,20,2024-05
2024-05-26,电子产品,北方,10594,44,2024-05
2024-05-26,电子产品,南方,8820,42,2024-05
2024-05-26,电子产品,华东,8058,32,2024-05
2024-05-26,电子产品,西部,8997,47,2024-05
2024-05-26,家用电器,北方,5040,23,2024-05
2024-05-26,家用电器,南方,4833,26,2024-05
2024-05-26,家用电器,华东,4655,27,2024-05
2024-05-26,家用电器,西部,5004,25,2024-05
2024-05-26,服装服饰,北方,8323,44,2024-05
2024-05-26,服装服饰,南方,5880,26,2024-05
2024-05-26,服装服饰,华东,6884,37,2024-05
2024-05-26,服装服饰,西部,6770,38,2024-05
2024-05-26,家居用品,北方,4170,22,2024-05
2024-05-26,家居用品,南方,3211,20,2024-05
2024-05-26,家居用品,华东,2967,20,2024-05
2024-05-26,家居用品,西部,3696,20,2024-05
2024-05-26,运动户外,北方,2186,20,2024-05
2024-05-26,运动户外,南方,2654,20,2024-05
2024-05-26,运动户外,华东,2247,20,2024-05
2024-05-26,运动户外,西部,2246,20,2024-05
2024-05-27,电子产品,北方,8079,39,2024-05
2024-05-27,电子产品,南方,5993,35,2024-05
2024-05-27,电子产品,华东,5437,22,2024-05
2024-05-27,电子产品,西部,6327,30,2024-05
2024-05-27,家用电器,北方,4202,24,2024-05
2024-05-27,家用电器,南方,4272,21,2024-05
2024-05-27,家用电器,华东,4112,20,2024-05
2024-05-27,家用电器,西部,3561,20,2024-05
2024-05-27,服装服饰,北方,5945,28,2024-05
2024-05-27,服装服饰,南方,4455,23,2024-05
2024-05-27,服装服饰,华东,3963,20,2024-05
2024-05-27,服装服饰,西部,4485,26,2024-05
2024-05-27,家居用品,北方,2816,20,2024-05
2024-05-27,家居用品,南方,2675,20,2024-05
2024-05-27,家居用品,华东,2647,20,2024-05
2024-05-27,家居用品,西部,1925,20,2024-05
2024-05-27,运动户外,北方,2366,20,2024-05
2024-05-27,运动户外,南方,1644,20,2024-05
2024-05-27,运动户外,华东,1801,20,2024-05
2024-05-27,运动户外,西部,1618,20,2024-05
2024-05-28,电子产品,北方,6076,29,2024-05
2024-05-28,电子产品,南方,6021,27,2024-05
2024-05-28,电子产品,华东,4689,24,2024-05
2024-05-28,电子产品,西部,6691,37,2024-05
2024-05-28,家用电器,北方,4323,20,2024-05
2024-05-28,家用电器,南方,3634,20,2024-05
2024-05-28,家用电器,华东,3197,20,2024-05
2024-05-28,家用电器,西部,4135,20,2024-05
2024-05-28,服装服饰,北方,5744,33,2024-05
2024-05-28,服装服饰,南方,5117,24,2024-05
2024-05-28,服装服饰,华东,5237,27,2024-05
2024-05-28,服装服饰,西部,5214,26,2024-05
2024-05-28,家居用品,北方,2802,20,2024-05
2024-05-28,家居用品,南方,2194,20,2024-05
2024-05-28,家居用品,华东,2672,20,2024-05
2024-05-28,家居用品,西部,2411,20,2024-05
2024-05-28,运动户外,北方,1929,20,2024-05
2024-05-28,运动户外,南方,1996,20,2024-05
2024-05-28,运动户外,华东,1958,20,2024-05
2024-05-28,运动户外,西部,1838,20,2024-05
2024-05-29,电子产品,北方,7391,32,2024-05
2024-05-29,电子产品,南方,6342,30,2024-05
2024-05-29,电子产品,华东,7689,42,2024-05
2024-05-29,电子产品,西部,6735,35,2024-05
2024-05-29,家用电器,北方,3600,20,2024-05
2024-05-29,家用电器,南方,4187,20,2024-05
2024-05-29,家用电器,华东,3267,20,2024-05
2024-05-29,家用电器,西部,4021,20,2024-05
2024-05-29,服装服饰,北方,5948,34,2024-05
2024-05-29,服装服饰,南方,4861,20,2024-05
2024-05-29,服装服饰,华东,4475,26,2024-05
2024-05-29,服装服饰,西部,4984,21,2024-05
2024-05-29,家居用品,北方,3150,20,2024-05
2024-05-29,家居用品,南方,2592,20,2024-05
2024-05-29,家居用品,华东,1930,20,2024-05
2024-05-29,家居用品,西部,2421,20,2024-05
2024-05-29,运动户外,北方,2023,20,2024-05
2024-05-29,运动户外,南方,1672,20,2024-05
2024-05-29,运动户外,华东,1895,20,2024-05
2024-05-29,运动户外,西部,2049,20,2024-05
2024-05-30,电子产品,北方,6523,34,2024-05
2024-05-30,电子产品,南方,6754,34,2024-05
2024-05-30,电子产品,华东,6900,31,2024-05
2024-05-30,电子产品,西部,7182,35,2024-05
2024-05-30,家用电器,北方,4004,20,2024-05
2024-05-30,家用电器,南方,3260,20,2024-05
2024-05-30,家用电器,华东,3819,20,2024-05
2024-05-30,家用电器,西部,3129,20,2024-05
2024-05-30,服装服饰,北方,6103,25,2024-05
2024-05-30,服装服饰,南方,5253,22,2024-05
2024-05-30,服装服饰,华东,5243,30,2024-05
2024-05-30,服装服饰,西部,4766,23,2024-05
2024-05-30,家居用品,北方,2898,20,2024-05
2024-05-30,家居用品,南方,2624,20,2024-05
2024-05-30,家居用品,华东,2319,20,2024-05
2024-05-30,家居用品,西部,2635,20,2024-05
2024-05-30,运动户外,北方,2212,20,2024-05
2024-05-30,运动户外,南方,1689,20,2024-05
2024-05-30,运动户外,华东,1972,20,2024-05
2024-05-30,运动户外,西部,1816,20,2024-05
2024-05-31,电子产品,北方,9921,43,2024-05
2024-05-31,电子产品,南方,6418,34,2024-05
2024-05-31,电子产品,华东,6084,31,2024-05
2024-05-31,电子产品,西部,6793,38,2024-05
2024-05-31,家用电器,北方,4060,20,2024-05
2024-05-31,家用电器,南方,3682,20,2024-05
2024-05-31,家用电器,华东,3512,20,2024-05
2024-05-31,家用电器,西部,3466,20,2024-05
2024-05-31,服装服饰,北方,5480,25,2024-05
2024-05-31,服装服饰,南方,5121,25,2024-05
2024-05-31,服装服饰,华东,3984,20,2024-05
2024-05-31,服装服饰,西部,4402,25,2024-05
2024-05-31,家居用品,北方,3021,20,2024-05
2024-05-31,家居用品,南方,2624,20,2024-05
2024-05-31,家居用品,华东,2331,20,2024-05
2024-05-31,家居用品,西部,2255,20,2024-05
2024-05-31,运动户外,北方,2178,20,2024-05
2024-05-31,运动户外,南方,1664,20,2024-05
2024-05-31,运动户外,华东,1568,20,2024-05
2024-05-31,运动户外,西部,1970,20,2024-05
2024-06-01,电子产品,北方,9606,54,2024-06
2024-06-01,电子产品,南方,7758,44,2024-06
2024-06-01,电子产品,华东,6712,33,2024-06
2024-06-01,电子产品,西部,6844,34,2024-06
2024-06-01,家用电器,北方,5702,27,2024-06
2024-06-01,家用电器,南方,3890,20,2024-06
2024-06-01,家用电器,华东,4192,20,2024-06
2024-06-01,家用电器,西部,4415,21,2024-06
2024-06-01,服装服饰,北方,6767,38,2024-06
2024-06-01,服装服饰,南方,5661,30,2024-06
2024-06-01,服装服饰,华东,6137,31,2024-06
2024-06-01,服装服饰,西部,5987,28,2024-06
2024-06-01,家居用品,北方,3452,20,2024-06
2024-06-01,家居用品,南方,2679,20,2024-06
2024-06-01,家居用品,华东,3198,20,2024-06
2024-06-01,家居用品,西部,2752,20,2024-06
2024-06-01,运动户外,北方,2487,20,2024-06
2024-06-01,运动户外,南方,2158,20,2024-06
2024-06-01,运动户外,华东,2109,20,2024-06
2024-06-01,运动户外,西部,2038,20,2024-06
2024-06-02,电子产品,北方,8467,47,2024-06
2024-06-02,电子产品,南方,7501,36,2024-06
2024-06-02,电子产品,华东,5588,28,2024-06
2024-06-02,电子产品,西部,8666,37,2024-06
2024-06-02,家用电器,北方,4647,24,2024-06
2024-06-02,家用电器,南方,3570,20,2024-06
2024-06-02,家用电器,华东,3990,20,2024-06
2024-06-02,家用电器,西部,4495,22,2024-06
2024-06-02,服装服饰,北方,6222,33,2024-06
2024-06-02,服装服饰,南方,6557,36,2024-06
2024-06-02,服装服饰,华东,4465,24,2024-06
2024-06-02,服装服饰,西部,5800,33,2024-06
2024-06-02,家居用品,北方,2935,20,2024-06
2024-06-02,家居用品,南方,3484,20,2024-06
2024-06-02,家居用品,华东,2854,20,2024-06
2024-06-02,家居用品,西部,2247,20,2024-06
2024-06-02,运动户外,北方,2094,20,2024-06
2024-06-02,运动户外,南方,1606,20,2024-06
2024-06-02,运动户外,华东,1808,20,2024-06
2024-06-02,运动户外,西部,2182,20,2024-06
2024-06-03,电子产品,北方,5977,24,2024-06
2024-06-03,电子产品,南方,5529,23,2024-06
2024-06-03,电子产品,华东,5422,24,2024-06
2024-06-03,电子产品,西部,5643,22,2024-06
2024-06-03,家用电器,北方,3849,20,2024-06
2024-06-03,家用电器,南方,3347,20,2024-06
2024-06-03,家用电器,华东,2502,20,2024-06
2024-06-03,家用电器,西部,2909,20,2024-06
2024-06-03,服装服饰,北方,5134,24,2024-06
2024-06-03,服装服饰,南方,3863,20,2024-06
2024-06-03,服装服饰,华东,3553,20,2024-06
2024-06-03,服装服饰,西部,4470,26,2024-06
2024-06-03,家居用品,北方,2198,20,2024-06
2024-06-03,家居用品,南方,1805,20,2024-06
2024-06-03,家居用品,华东,1653,20,2024-06
2024-06-03,家居用品,西部,2167,20,2024-06
2024-06-03,运动户外,北方,2077,20,2024-06
2024-06-03,运动户外,南方,1441,20,2024-06
2024-06-03,运动户外,华东,1640,20,2024-06
2024-06-03,运动户外,西部,1520,20,2024-06
2024-06-04,电子产品,北方,6719,34,2024-06
2024-06-04,电子产品,南方,6474,28,2024-06
2024-06-04,电子产品,华东,5737,28,2024-06
2024-06-04,电子产品,西部,5609,32,2024-06
2024-06-04,家用电器,北方,3895,20,2024-06
2024-06-04,家用电器,南方,3195,20,2024-06
2024-06-04,家用电器,华东,2356,20,2024-06
2024-06-04,家用电器,西部,3031,20,2024-06
2024-06-04,服装服饰,北方,4914,29,2024-06
2024-06-04,服装服饰,南方,4140,20,2024-06
2024-06-04,服装服饰,华东,4151,24,2024-06
2024-06-04,服装服饰,西部,4087,20,2024-06
2024-06-04,家居用品,北方,2716,20,2024-06
2024-06-04,家居用品,南方,1631,20,2024-06
2024-06-04,家居用品,华东,1993,20,2024-06
2024-06-04,家居用品,西部,2086,20,2024-06
2024-06-04,运动户外,北方,2046,20,2024-06
2024-06-04,运动户外,南方,1508,20,2024-06
2024-06-04,运动户外,华东,1712,20,2024-06
2024-06-04,运动户外,西部,1369,20,2024-06
2024-06-05,电子产品,北方,6623,37,2024-06
2024-06-05,电子产品,南方,5428,31,2024-06
2024-06-05,电子产品,华东,5287,30,2024-06
2024-06-05,电子产品,西部,5229,22,2024-06
2024-06-05,家用电器,北方,3529,20,2024-06
2024-06-05,家用电器,南方,3311,20,2024-06
2024-06-05,家用电器,华东,3231,20,2024-06
2024-06-05,家用电器,西部,3505,20,2024-06
2024-06-05,服装服饰,北方,4106,20,2024-06
2024-06-05,服装服饰,南方,4424,25,2024-06
2024-06-05,服装服饰,华东,3277,20,2024-06
2024-06-05,服装服饰,西部,4549,27,2024-06
2024-06-05,家居用品,北方,2493,20,2024-06
2024-06-05,家居用品,南方,1818,20,2024-06
2024-06-05,家居用品,华东,2011,20,2024-06
2024-06-05,家居用品,西部,2388,20,2024-06
2024-06-05,运动户外,北方,1759,20,2024-06
2024-06-05,运动户外,南方,1249,20,2024-06
2024-06-05,运动户外,华东,1639,20,2024-06
2024-06-05,运动户外,西部,1730,20,2024-06
2024-06-06,电子产品,北方,7327,29,2024-06
2024-06-06,电子产品,南方,5041,27,2024-06
2024-06-06,电子产品,华东,5533,30,2024-06
2024-06-06,电子产品,西部,5059,26,2024-06
2024-06-06,家用电器,北方,3834,20,2024-06
2024-06-06,家用电器,南方,3471,20,2024-06
2024-06-06,家用电器,华东,3402,20,2024-06
2024-06-06,家用电器,西部,2596,20,2024-06
2024-06-06,服装服饰,北方,4801,27,2024-06
2024-06-06,服装服饰,南方,4205,21,2024-06
2024-06-06,服装服饰,华东,4416,20,2024-06
2024-06-06,服装服饰,西部,3546,21,2024-06
2024-06-06,家居用品,北方,2299,20,2024-06
2024-06-06,家居用品,南方,2146,20,2024-06
2024-06-06,家居用品,华东,2158,20,2024-06
2024-06-06,家居用品,西部,2243,20,2024-06
2024-06-06,运动户外,北方,1775,20,2024-06
2024-06-06,运动户外,南方,1620,20,2024-06
2024-06-06,运动户外,华东,1672,20,2024-06
2024-06-06,运动户外,西部,1429,20,2024-06
2024-06-07,电子产品,北方,7534,38,2024-06
2024-06-07,电子产品,南方,4970,20,2024-06
2024-06-07,电子产品,华东,5930,34,2024-06
2024-06-07,电子产品,西部,4968,25,2024-06
2024-06-07,家用电器,北方,3896,20,2024-06
2024-06-07,家用电器,南方,3317,20,2024-06
2024-06-07,家用电器,华东,3187,20,2024-06
2024-06-07,家用电器,西部,3772,20,2024-06
2024-06-07,服装服饰,北方,4841,25,2024-06
2024-06-07,服装服饰,南方,3534,20,2024-06
2024-06-07,服装服饰,华东,4102,20,2024-06
2024-06-07,服装服饰,西部,3834,20,2024-06
2024-06-07,家居用品,北方,2117,20,2024-06
2024-06-07,家居用品,南方,2261,20,2024-06
2024-06-07,家居用品,华东,1865,20,2024-06
2024-06-07,家居用品,西部,2150,20,2024-06
2024-06-07,运动户外,北方,2223,20,2024-06
2024-06-07,运动户外,南方,1762,20,2024-06
2024-06-07,运动户外,华东,1527,20,2024-06
2024-06-07,运动户外,西部,1767,20,2024-06
2024-06-08,电子产品,北方,8123,32,2024-06
2024-06-08,电子产品,南方,6910,40,2024-06
2024-06-08,电子产品,华东,7618,31,2024-06
2024-06-08,电子产品,西部,7641,45,2024-06
2024-06-08,家用电器,北方,4901,27,2024-06
2024-06-08,家用电器,南方,4241,21,2024-06
2024-06-08,家用电器,华东,3860,20,2024-06
2024-06-08,家用电器,西部,4440,21,2024-06
2024-06-08,服装服饰,北方,7023,34,2024-06
2024-06-08,服装服饰,南方,5011,28,2024-06
2024-06-08,服装服饰,华东,5912,27,2024-06
2024-06-08,服装服饰,西部,5963,31,2024-06
2024-06-08,家居用品,北方,3115,20,2024-06
2024-06-08,家居用品,南方,2569,20,2024-06
2024-06-08,家居用品,华东,2347,20,2024-06
2024-06-08,家居用品,西部,2932,20,2024-06
2024-06-08,运动户外,北方,2116,20,2024-06
2024-06-08,运动户外,南方,1667,20,2024-06
2024-06-08,运动户外,华东,2179,20,2024-06
2024-06-08,运动户外,西部,2192,20,2024-06
2024-06-09,电子产品,北方,9417,42,2024-06
2024-06-09,电子产品,南方,7619,39,2024-06
2024-06-09,电子产品,华东,7360,34,2024-06
2024-06-09,电子产品,西部,8000,41,2024-06
2024-06-09,家用电器,北方,5624,33,2024-06
2024-06-09,家用电器,南方,4166,23,2024-06
2024-06-09,家用电器,华东,4173,20,2024-06
2024-06-09,家用电器,西部,3736,20,2024-06
2024-06-09,服装服饰,北方,5645,28,2024-06
2024-06-09,服装服饰,南方,3957,22,2024-06
2024-06-09,服装服饰,华东,5395,31,2024-06
2024-06-09,服装服饰,西部,5511,24,2024-06
2024-06-09,家居用品,北方,3339,20,2024-06
2024-06-09,家居用品,南方,3105,20,2024-06
2024-06-09,家居用品,华东,2794,20,2024-06
2024-06-09,家居用品,西部,2731,20,2024-06
2024-06-09,运动户外,北方,2168,20,2024-06
2024-06-09,运动户外,南方,1679,20,2024-06
2024-06-09,运动户外,华东,1802,20,2024-06
2024-06-09,运动户外,西部,1835,20,2024-06
2024-06-10,电子产品,北方,6840,34,2024-06
2024-06-10,电子产品,南方,6688,35,2024-06
2024-06-10,电子产品,华东,5620,22,2024-06
2024-06-10,电子产品,西部,5288,25,2024-06
2024-06-10,家用电器,北方,3862,20,2024-06
2024-06-10,家用电器,南方,3094,20,2024-06
2024-06-10,家用电器,华东,3393,20,2024-06
2024-06-10,家用电器,西部,3155,20,2024-06
2024-06-10,服装服饰,北方,5326,30,2024-06
2024-06-10,服装服饰,南方,3554,20,2024-06
2024-06-10,服装服饰,华东,4524,21,2024-06
2024-06-10,服装服饰,西部,3482,20,2024-06
2024-06-10,家居用品,北方,2370,20,2024-06
2024-06-10,家居用品,南方,1914,20,2024-06
2024-06-10,家居用品,华东,1943,20,2024-06
2024-06-10,家居用品,西部,2547,20,2024-06
2024-06-10,运动户外,北方,1824,20,2024-06
2024-06-10,运动户外,南方,1684,20,2024-06
2024-06-10,运动户外,华东,1476,20,2024-06
2024-06-10,运动户外,西部,1574,20,2024-06
2024-06-11,电子产品,北方,6560,37,2024-06
2024-06-11,电子产品,南方,6200,25,2024-06
2024-06-11,电子产品,华东,5669,27,2024-06
2024-06-11,电子产品,西部,6343,37,2024-06
2024-06-11,家用电器,北方,3119,20,2024-06
2024-06-11,家用电器,南方,2988,20,2024-06
2024-06-11,家用电器,华东,2865,20,2024-06
2024-06-11,家用电器,西部,2994,20,2024-06
2024-06-11,服装服饰,北方,5680,28,2024-06
2024-06-11,服装服饰,南方,3479,20,2024-06
2024-06-11,服装服饰,华东,3413,20,2024-06
2024-06-11,服装服饰,西部,4685,26,2024-06
2024-06-11,家居用品,北方,2531,20,2024-06
2024-06-11,家居用品,南方,2053,20,2024-06
2024-06-11,家居用品,华东,1877,20,2024-06
2024-06-11,家居用品,西部,2085,20,2024-06
2024-06-11,运动户外,北方,2000,20,2024-06
2024-06-11,运动户外,南方,1806,20,2024-06
2024-06-11,运动户外,华东,1721,20,2024-06
2024-06-11,运动户外,西部,1705,20,2024-06
2024-06-12,电子产品,北方,7460,37,2024-06
2024-06-12,电子产品,南方,5485,28,2024-06
2024-06-12,电子产品,华东,5208,23,2024-06
2024-06-12,电子产品,西部,6002,28,2024-06
2024-06-12,家用电器,北方,2893,20,2024-06
2024-06-12,家用电器,南方,2661,20,2024-06
2024-06-12,家用电器,华东,2930,20,2024-06
2024-06-12,家用电器,西部,3655,20,2024-06
